Datetime,btc,eth,usdt,xrp,ltc,bch,ada,dot,bnb,link,xlm,usdc,wbtc,bsv,xmr,eos,trx,cel,xem,xtz,snx,okb,theta,neo,vet,cro,dai,atom,aave,leo,dash,busd,mkr,uni,doge,ceth,miota,fil,cdai,zec,ht,cusdc,yfi,etc,sol,ftt,zil,comp,dcr,hbtc,ksm,waves,egld,pax,AVAX,sushi,uma,renbtc,ont,stx,omg,lrc,near,luna,nano,dgb,icx,alink,bat,rsr,tusd,grt,algo,esd,zrx,ren,bcha,nexo,qtum,husd,rune,hbar,nxm,chsb,zen,ampl,btt,aeth,ewt,knc,xvg,ust,qnt,sc,btg,SNT,lsk,band,iost,bal
2020-11-01,13748.08,387.27,1.00,0.24,54.99,261.20,0.09,4.15,28.22,11.18,0.08,1.00,13713.66,164.38,125.10,2.51,0.03,1.40,0.10,1.96,2.84,4.51,0.60,14.71,0.01,0.09,1.01,4.72,29.25,1.27,69.61,1.00,527.56,2.27,0.00,7.77,0.25,31.02,0.02,57.78,4.16,0.02,10288.29,5.20,1.55,3.66,0.02,91.14,12.30,,30.38,3.22,7.35,1.00,3.64,0.60,6.76,13717.75,0.44,0.16,3.09,0.15,0.62,0.30,0.74,0.02,0.33,11.09,0.19,0.01,1.00,,0.25,0.91,0.33,0.27,,0.17,1.96,1.00,0.40,0.03,21.96,0.06,5.55,1.02,0.00,411.92,6.27,0.78,0.00,0.99,14.19,0.00,7.13,0.02,1.02,4.32,0.00,9.66
2020-11-02,13570.75,386.78,1.00,0.24,54.42,259.32,0.10,4.08,28.53,11.21,0.08,1.00,13531.86,162.05,120.70,2.47,0.03,1.40,0.10,1.93,2.71,4.43,0.61,15.30,0.01,0.08,1.01,4.66,30.60,1.26,66.69,1.00,534.96,2.29,0.00,7.73,0.25,29.84,0.02,56.45,3.99,0.02,10499.98,5.08,1.50,3.56,0.02,92.67,12.13,,30.40,3.19,7.49,1.00,3.68,0.59,6.87,13554.04,0.45,0.15,3.04,0.14,0.62,0.30,0.72,0.02,0.33,11.14,0.19,0.01,1.00,,0.25,0.92,0.34,0.27,,0.18,1.98,1.00,0.40,0.03,21.76,0.06,5.53,1.13,0.00,411.92,6.14,0.78,0.00,1.00,13.65,0.00,7.04,0.02,1.01,4.34,0.00,9.41
2020-11-03,13556.52,381.39,1.00,0.24,52.97,241.45,0.09,3.96,26.75,10.38,0.07,1.00,13526.22,151.65,118.72,2.34,0.02,1.39,0.10,1.87,2.52,4.22,0.58,14.66,0.01,0.08,1.01,4.44,28.23,1.25,64.07,1.00,519.06,2.13,0.00,7.63,0.24,28.56,0.02,52.74,3.60,0.02,9648.77,4.82,1.45,3.45,0.02,85.78,11.77,,29.25,3.13,7.31,1.00,3.41,0.52,6.55,13524.67,0.42,0.15,2.89,0.14,0.58,0.28,0.72,0.02,0.32,10.34,0.18,0.01,1.00,,0.23,0.98,0.33,0.25,,0.17,1.84,1.00,0.37,0.03,19.69,0.06,5.46,1.12,0.00,411.92,5.69,0.74,0.00,1.00,12.96,0.00,6.88,0.02,0.98,4.04,0.00,8.85
2020-11-04,13856.83,383.80,1.00,0.24,53.47,238.86,0.09,4.00,26.53,10.27,0.07,1.00,13834.61,151.23,118.80,2.34,0.02,1.45,0.10,1.85,2.53,4.15,0.58,14.24,0.01,0.08,1.01,4.39,27.82,1.25,63.89,1.00,512.89,2.06,0.00,7.69,0.24,28.70,0.02,52.96,3.53,0.02,8870.28,4.80,1.36,3.40,0.02,86.29,12.41,,28.68,3.13,7.17,1.00,3.20,0.51,6.51,13832.62,0.42,0.15,2.86,0.13,0.55,0.28,0.71,0.02,0.31,10.26,0.18,0.01,1.00,,0.23,0.99,0.32,0.25,,0.17,1.83,1.00,0.36,0.03,19.29,0.07,5.38,1.21,0.00,411.92,6.07,0.72,0.00,1.00,12.95,0.00,6.95,0.02,1.00,4.05,0.00,8.73
2020-11-05,14553.51,404.08,1.00,0.24,55.72,244.81,0.10,4.11,27.43,10.51,0.07,1.00,14543.79,153.93,115.82,2.39,0.02,1.63,0.10,1.87,2.73,4.32,0.59,14.27,0.01,0.08,1.01,4.42,27.75,1.26,64.75,1.00,528.23,1.93,0.00,8.09,0.24,28.97,0.02,54.13,3.59,0.02,8557.94,4.89,1.40,3.44,0.02,88.23,13.10,11209.02,29.30,3.26,7.20,1.00,3.19,0.50,6.62,14550.95,0.42,0.15,2.82,0.12,0.60,0.28,0.71,0.02,0.31,10.65,0.19,0.01,1.00,,0.24,0.95,0.32,0.25,,0.18,1.85,1.00,0.41,0.03,19.62,0.07,5.22,1.24,0.00,411.92,6.33,0.72,0.00,1.00,13.58,0.00,7.03,0.02,1.01,4.06,0.00,8.89
2020-11-06,15507.01,437.79,1.00,0.25,61.19,254.54,0.11,4.45,28.78,11.48,0.08,1.00,15500.62,162.94,120.21,2.50,0.03,1.77,0.11,2.02,3.34,4.60,0.66,15.42,0.01,0.08,1.01,4.77,36.15,1.26,69.17,1.00,532.67,2.51,0.00,8.72,0.26,30.34,0.02,57.93,3.72,0.02,9867.20,5.22,1.68,3.56,0.02,95.25,14.35,,32.16,3.50,7.85,1.00,3.48,0.56,7.09,15531.63,0.46,0.17,3.09,0.13,0.72,0.30,0.77,0.02,0.34,11.61,0.20,0.01,1.00,,0.26,0.94,0.36,0.29,,0.18,2.01,1.00,0.48,0.03,20.86,0.08,5.45,1.33,0.00,411.92,6.90,0.80,0.00,1.00,14.64,0.00,7.47,0.02,1.08,4.65,0.00,9.62
2020-11-07,15470.95,458.65,1.00,0.26,63.24,266.87,0.11,4.62,28.99,12.86,0.08,1.00,15480.41,169.87,121.53,2.57,0.03,1.86,0.13,2.12,3.75,4.72,0.69,15.88,0.01,0.08,1.01,4.99,41.14,1.28,70.73,1.00,542.28,2.76,0.00,9.17,0.27,32.10,0.02,60.83,3.83,0.02,14554.42,5.41,2.18,3.59,0.02,103.39,14.92,,33.25,3.62,8.33,1.00,3.69,0.65,7.41,15447.18,0.48,0.17,3.32,0.15,0.74,0.31,0.78,0.02,0.36,12.92,0.20,0.01,1.00,,0.28,0.95,0.38,0.32,,0.17,2.10,1.00,0.52,0.03,22.42,0.09,5.82,1.33,0.00,411.92,8.28,0.84,0.00,1.00,14.41,0.00,7.60,0.02,1.12,5.72,0.01,10.32
2020-11-08,15119.00,442.89,1.00,0.25,59.80,258.27,0.11,4.31,28.16,12.24,0.08,1.00,15089.46,162.63,114.00,2.52,0.03,1.84,0.12,2.09,4.08,4.66,0.65,15.25,0.01,0.07,1.01,4.75,47.69,1.28,67.74,1.00,524.79,2.66,0.00,8.87,0.26,30.49,0.02,58.21,3.76,0.02,14501.91,5.16,2.10,3.49,0.02,95.92,16.53,,32.00,3.48,7.96,1.00,3.50,0.62,7.00,15091.70,0.46,0.18,3.15,0.15,0.73,0.30,0.75,0.02,0.34,12.31,0.19,0.01,1.00,,0.26,0.98,0.36,0.30,,0.17,2.01,1.00,0.52,0.03,21.85,0.08,6.08,1.25,0.00,411.92,7.80,0.80,0.00,1.00,14.07,0.00,7.39,0.02,1.10,5.47,0.00,10.02
2020-11-09,15390.10,450.09,1.00,0.25,60.05,266.26,0.11,4.37,28.27,12.51,0.08,1.00,15385.98,163.35,117.66,2.52,0.03,1.89,0.13,2.09,4.26,4.63,0.64,15.26,0.01,0.07,1.01,4.81,53.60,1.28,67.84,1.00,528.63,2.69,0.00,9.01,0.25,30.87,0.02,59.21,3.75,0.02,14811.16,5.12,2.07,3.53,0.02,96.34,16.34,11209.02,33.24,3.51,8.18,1.00,3.41,0.62,7.10,15352.48,0.47,0.19,3.14,0.16,0.84,0.30,0.76,0.02,0.34,12.62,0.19,0.01,1.00,,0.26,1.00,0.35,0.31,,0.17,2.00,1.00,0.60,0.03,22.18,0.08,6.13,1.24,0.00,411.92,8.08,0.81,0.00,1.00,14.04,0.00,7.47,0.02,1.10,5.79,0.00,10.21
2020-11-10,15304.92,447.80,1.00,0.25,58.48,259.69,0.11,4.38,28.11,12.83,0.08,1.00,15285.72,159.17,116.14,2.50,0.02,1.87,0.13,2.13,4.51,4.65,0.64,15.48,0.01,0.07,1.01,5.09,59.96,1.29,68.78,1.00,533.82,2.86,0.00,8.96,0.25,30.72,0.02,60.83,3.71,0.02,17456.00,5.11,2.16,3.63,0.02,100.17,16.02,11209.02,33.32,3.80,8.27,1.00,3.51,0.62,7.23,15288.71,0.48,0.19,3.18,0.16,0.92,0.31,0.75,0.02,0.35,12.91,0.20,0.02,1.00,,0.27,1.01,0.37,0.33,,0.17,2.00,1.00,0.64,0.03,22.25,0.09,6.28,1.22,0.00,411.92,7.68,0.85,0.00,1.00,14.01,0.00,7.32,0.03,1.13,6.22,0.01,11.25
2020-11-11,15484.96,461.90,1.00,0.26,59.49,257.68,0.11,4.48,28.12,13.11,0.08,1.00,15523.13,158.37,116.05,2.51,0.03,1.93,0.13,2.15,4.56,4.74,0.64,15.66,0.01,0.07,1.01,5.12,59.33,1.30,69.83,1.00,552.60,3.09,0.00,9.25,0.25,30.60,0.02,59.62,3.68,0.02,17809.91,5.11,2.16,3.71,0.02,107.87,15.23,,36.06,3.77,8.11,1.00,3.61,0.72,8.42,15468.36,0.49,0.21,3.41,0.20,0.90,0.32,0.76,0.02,0.36,13.13,0.20,0.02,1.00,,0.29,1.01,0.37,0.33,,0.18,2.04,1.00,0.64,0.03,24.09,0.10,6.47,1.24,0.00,411.92,7.85,0.92,0.00,1.00,14.41,0.00,7.37,0.03,1.12,6.15,0.01,12.15
2020-11-12,15849.94,459.34,1.00,0.26,58.68,257.43,0.11,4.37,27.86,12.68,0.08,1.00,15797.19,157.42,112.22,2.48,0.03,1.89,0.13,2.10,4.05,4.81,0.61,15.51,0.01,0.07,1.01,5.11,55.80,1.30,75.25,1.00,538.96,2.98,0.00,9.21,0.25,30.01,0.02,61.60,3.63,0.02,16447.91,5.03,1.98,3.67,0.02,103.72,15.97,11209.02,37.22,3.82,7.74,1.00,3.45,0.68,7.92,15800.08,0.48,0.25,3.57,0.18,0.85,0.32,0.79,0.02,0.36,12.67,0.20,0.02,1.00,,0.27,1.00,0.36,0.31,,0.19,2.06,1.00,0.62,0.03,23.70,0.09,6.13,1.19,0.00,411.92,7.81,0.87,0.00,1.00,14.66,0.00,7.53,0.03,1.10,5.73,0.01,11.72
2020-11-13,16254.57,465.02,1.00,0.26,63.25,257.12,0.11,4.44,27.97,12.73,0.08,1.00,16240.22,158.21,113.18,2.49,0.03,1.90,0.13,2.11,4.22,4.86,0.61,15.76,0.01,0.07,1.01,5.17,61.46,1.29,77.18,1.00,543.38,3.28,0.00,9.31,0.25,29.48,0.02,63.29,3.65,0.02,17448.69,5.06,1.99,3.72,0.02,106.74,18.10,11209.02,38.30,4.02,7.71,1.00,3.48,0.78,7.95,16217.69,0.48,0.26,3.54,0.18,0.84,0.32,0.76,0.02,0.37,12.73,0.20,0.02,1.00,,0.27,1.00,0.37,0.31,,0.19,2.05,1.00,0.64,0.03,23.81,0.10,6.22,1.13,0.00,411.92,7.85,0.90,0.00,0.99,14.98,0.00,7.61,0.03,1.11,5.86,0.01,12.19
2020-11-14,15999.42,461.33,1.00,0.27,63.20,256.97,0.10,4.48,27.77,12.56,0.08,1.00,15955.62,157.95,115.10,2.54,0.03,1.94,0.13,2.09,4.14,4.73,0.61,15.72,0.01,0.07,1.01,5.09,61.35,1.29,76.89,1.00,535.57,3.72,0.00,9.23,0.25,29.05,0.02,63.17,3.62,0.02,17103.82,5.03,1.94,3.65,0.02,114.37,18.40,11209.02,36.86,4.27,7.47,1.00,3.52,0.92,7.99,15937.97,0.48,0.25,3.42,0.18,0.87,0.31,0.76,0.02,0.36,12.62,0.20,0.02,1.00,,0.27,1.06,0.37,0.31,,0.20,2.04,1.00,0.70,0.03,23.30,0.10,6.17,1.15,0.00,,7.45,0.89,0.00,1.00,14.81,0.00,7.51,0.03,1.10,5.71,0.00,12.79
2020-11-15,16006.51,458.20,1.00,0.27,62.86,252.53,0.10,4.44,27.89,12.49,0.08,1.00,15920.14,155.96,116.56,2.52,0.03,1.91,0.14,2.06,4.31,4.67,0.61,15.70,0.01,0.07,1.01,5.04,67.60,1.27,75.43,1.00,524.41,4.03,0.00,9.18,0.25,28.67,0.02,62.58,3.62,0.02,17626.89,5.00,2.06,3.65,0.02,122.89,19.45,11209.02,36.23,4.31,7.52,1.00,3.51,1.16,8.25,15963.91,0.47,0.25,3.40,0.18,0.85,0.31,0.75,0.02,0.35,12.34,0.20,0.02,1.00,,0.27,1.04,0.37,0.31,11.41,0.21,2.03,1.00,0.85,0.03,23.80,0.10,6.28,1.08,0.00,411.92,7.23,0.91,0.00,1.00,15.12,0.00,7.61,0.03,1.09,5.72,0.00,13.26
2020-11-16,16264.67,454.59,1.00,0.27,67.46,248.40,0.10,4.42,27.74,12.33,0.08,1.00,16254.24,156.51,117.86,2.53,0.03,1.85,0.14,2.04,4.33,4.68,0.62,15.60,0.01,0.07,1.01,5.09,67.77,1.27,78.89,1.00,518.82,3.78,0.00,9.10,0.25,27.69,0.02,63.42,3.61,0.02,18095.36,5.09,2.25,3.63,0.02,120.57,18.67,16361.33,36.23,4.88,7.74,1.00,3.66,1.29,8.20,16282.67,0.47,0.25,3.42,0.18,0.86,0.31,0.74,0.02,0.35,12.65,0.20,0.02,1.00,,0.26,1.12,0.36,0.31,16.32,0.20,2.02,1.00,0.93,0.03,25.24,0.10,6.31,1.02,0.00,411.92,7.20,0.92,0.00,1.00,15.36,0.00,7.51,0.03,1.08,5.68,0.00,12.90
2020-11-17,16762.43,466.08,1.00,0.30,73.79,252.07,0.11,4.78,28.48,12.81,0.08,1.00,16759.40,161.96,119.37,2.68,0.03,1.91,0.13,2.12,4.74,4.78,0.64,16.22,0.01,0.07,1.00,5.19,73.57,1.29,82.17,1.00,518.80,3.66,0.00,9.34,0.26,28.90,0.02,65.42,3.66,0.02,20208.66,5.60,2.25,3.75,0.02,123.67,18.05,16736.64,37.35,4.87,7.80,1.00,3.79,1.33,8.40,16779.82,0.50,0.25,3.47,0.18,0.92,0.31,0.75,0.02,0.36,12.82,0.20,0.02,1.00,,0.27,1.22,0.38,0.33,20.27,0.21,2.12,1.00,0.91,0.03,27.40,0.11,6.35,1.03,0.00,,7.09,0.95,0.00,1.00,15.66,0.00,7.87,0.03,1.13,5.92,0.00,13.92
2020-11-18,17815.81,477.41,1.00,0.29,73.18,247.01,0.11,4.69,28.12,13.48,0.08,1.00,17774.79,161.44,122.77,2.61,0.03,2.03,0.13,2.07,4.86,4.89,0.64,15.73,0.01,0.07,1.00,5.08,73.85,1.30,79.94,1.00,514.53,3.55,0.00,9.56,0.26,28.83,0.02,62.93,3.70,0.02,23060.07,5.95,2.11,3.83,0.02,113.56,19.45,17856.69,36.08,4.98,7.43,1.00,3.76,1.17,7.98,17855.48,0.49,0.23,3.31,0.17,0.85,0.31,0.74,0.02,0.35,13.44,0.20,0.02,1.00,,0.26,1.11,0.37,0.32,25.11,0.23,2.14,1.00,0.90,0.03,26.89,0.11,6.33,1.02,0.00,411.92,7.25,0.91,0.00,0.99,15.20,0.00,9.24,0.03,1.15,6.06,0.00,13.25
2020-11-19,17844.54,475.23,1.00,0.29,74.99,247.08,0.11,4.72,28.05,13.44,0.08,1.00,17778.14,162.04,120.21,2.63,0.03,2.03,0.12,2.08,4.80,5.66,0.63,15.78,0.01,0.07,1.00,5.10,75.01,1.29,80.15,1.00,509.96,3.46,0.00,9.51,0.25,28.87,0.02,62.55,4.04,0.02,25852.01,5.99,2.10,3.79,0.02,115.06,19.61,17905.29,35.60,5.34,7.49,1.00,3.68,1.35,7.86,17870.24,0.49,0.22,3.28,0.18,0.85,0.32,0.73,0.02,0.34,13.60,0.20,0.02,1.00,,0.27,1.05,0.37,0.32,24.14,0.22,2.15,1.00,0.88,0.03,25.75,0.11,6.21,0.94,0.00,411.92,7.14,0.93,0.00,0.99,15.07,0.00,8.91,0.03,1.15,5.92,0.00,13.03
2020-11-20,18248.90,500.41,1.00,0.30,82.02,255.34,0.11,5.27,28.51,14.03,0.09,1.00,18244.16,165.13,121.28,2.69,0.03,2.11,0.12,2.10,5.26,5.90,0.63,16.47,0.01,0.07,1.00,5.27,77.68,1.27,83.40,1.00,513.99,3.89,0.00,10.05,0.26,29.08,0.02,63.09,4.26,0.02,28219.84,5.90,2.15,3.88,0.02,118.21,21.07,18223.05,37.93,6.68,7.75,1.00,3.74,1.67,8.05,18273.50,0.50,0.21,3.37,0.18,0.92,0.34,0.74,0.02,0.36,14.07,0.20,0.02,1.00,,0.28,0.86,0.38,0.32,23.47,0.22,2.35,1.00,0.94,0.03,26.94,0.12,6.30,1.03,0.00,411.92,7.31,0.93,0.00,1.00,15.24,0.00,9.40,0.03,1.18,6.14,0.00,13.93
2020-11-21,18674.04,515.96,1.00,0.37,83.57,270.06,0.12,5.33,29.13,14.30,0.10,1.00,18674.26,174.93,123.22,2.90,0.03,2.27,0.13,2.23,5.27,5.88,0.66,17.54,0.01,0.08,1.00,5.55,73.80,1.27,87.17,1.00,535.78,3.76,0.00,10.33,0.29,29.21,0.02,66.17,4.25,0.02,26594.68,6.11,2.20,3.95,0.02,120.12,22.70,18588.29,38.28,6.66,7.81,1.00,3.87,1.60,8.14,18686.26,0.54,0.21,4.03,0.19,1.13,0.34,0.80,0.02,0.38,14.26,0.22,0.02,1.00,,0.31,0.87,0.40,0.33,23.36,0.24,2.52,1.00,0.94,0.03,27.47,0.12,6.59,1.10,0.00,411.92,7.60,1.00,0.00,1.00,14.56,0.00,9.52,0.03,1.24,6.63,0.00,15.86
2020-11-22,18439.83,542.07,1.00,0.45,84.10,290.64,0.13,5.50,30.02,14.72,0.10,1.00,18444.49,183.51,124.46,3.08,0.03,2.33,0.13,2.29,5.01,6.03,0.66,17.52,0.01,0.07,1.00,5.57,68.98,1.28,90.79,1.00,542.16,3.71,0.00,10.88,0.30,29.18,0.02,69.13,4.25,0.02,23679.64,6.23,2.19,4.01,0.02,120.50,22.01,18372.82,39.05,6.28,7.99,1.00,3.85,1.55,8.10,18450.97,0.56,0.21,3.92,0.19,1.10,0.35,0.88,0.02,0.39,14.74,0.22,0.02,1.00,,0.30,0.90,0.40,0.34,21.35,0.24,2.54,1.00,0.87,0.03,28.10,0.11,8.12,1.17,0.00,411.92,7.53,1.01,0.00,1.02,13.41,0.00,9.34,0.03,1.24,6.87,0.01,16.16
2020-11-23,18440.10,590.62,1.00,0.46,86.96,296.35,0.15,5.69,30.41,14.86,0.11,1.00,18416.12,185.12,125.55,3.19,0.03,2.51,0.13,2.53,5.29,6.24,0.66,17.93,0.02,0.07,1.00,5.67,70.31,1.29,92.12,1.00,579.77,3.83,0.00,11.78,0.34,29.07,0.02,71.71,4.26,0.02,25163.62,6.29,2.25,4.14,0.02,122.56,22.01,18303.83,39.78,7.81,8.37,1.00,4.06,1.60,8.35,18427.29,0.58,0.22,4.02,0.19,1.15,0.36,0.99,0.02,0.40,14.92,0.23,0.02,1.00,,0.32,0.90,0.42,0.37,20.05,0.25,2.68,1.00,0.87,0.03,28.57,0.11,11.28,1.16,0.00,411.92,7.89,1.07,0.00,1.00,13.59,0.00,9.45,0.03,1.28,7.02,0.01,17.15
2020-11-24,18858.91,607.45,1.00,0.67,89.55,341.14,0.17,5.80,32.93,15.65,0.17,1.00,18849.42,203.14,132.10,3.52,0.03,2.50,0.16,2.66,5.38,6.13,0.69,19.70,0.02,0.08,1.00,6.01,69.39,1.30,107.65,1.00,603.98,4.13,0.00,12.17,0.37,29.64,0.02,80.00,4.37,0.02,24679.81,7.12,2.25,4.31,0.02,127.73,22.02,18835.37,45.40,7.67,8.97,1.00,4.11,1.39,8.56,18898.87,0.62,0.23,4.30,0.20,1.22,0.39,1.18,0.02,0.46,15.62,0.26,0.02,1.00,,0.36,0.99,0.45,0.37,19.38,0.24,2.98,1.00,0.91,0.04,27.94,0.11,13.17,1.21,0.00,411.92,7.90,1.11,0.01,1.00,13.63,0.00,10.05,0.04,1.45,7.34,0.01,16.51
2020-11-25,19046.50,593.19,1.00,0.67,87.68,341.32,0.17,5.59,32.98,15.27,0.21,1.00,19030.18,202.49,134.77,3.55,0.04,2.39,0.19,2.67,5.04,5.89,0.72,20.49,0.02,0.08,1.00,6.19,65.35,1.31,111.60,1.00,596.42,3.96,0.00,11.88,0.37,30.61,0.02,82.69,4.30,0.02,23546.98,7.58,2.31,4.30,0.03,129.07,21.65,18974.37,45.86,7.39,9.14,1.00,4.24,1.41,8.61,18987.45,0.64,0.23,4.53,0.22,1.18,0.41,1.32,0.03,0.50,15.25,0.27,0.02,1.00,,0.38,1.00,0.48,0.38,19.22,0.25,3.05,1.00,0.94,0.04,25.65,0.11,15.95,1.27,0.00,411.92,7.54,1.19,0.01,1.00,14.02,0.00,10.14,0.05,1.52,7.14,0.01,15.63
2020-11-26,17165.01,512.49,1.00,0.53,75.04,279.04,0.13,4.77,28.38,12.51,0.17,1.00,17232.80,174.32,116.05,3.05,0.03,2.07,0.16,2.32,4.08,5.34,0.62,17.18,0.01,0.07,1.00,5.48,59.69,1.32,91.31,1.00,525.37,3.33,0.00,10.35,0.30,29.88,0.02,70.55,3.99,0.02,20905.78,6.22,1.86,3.87,0.03,106.40,19.92,17028.42,43.64,6.05,8.96,1.01,3.51,1.19,7.45,17178.67,0.57,0.24,3.75,0.19,0.97,0.37,1.02,0.02,0.41,12.81,0.22,0.02,1.00,,0.31,0.98,0.40,0.32,18.64,0.23,2.55,1.00,0.77,0.03,21.26,0.10,12.83,1.18,0.00,411.92,6.62,0.98,0.01,1.00,12.87,0.00,8.83,0.04,1.25,5.87,0.01,13.18
2020-11-27,16967.31,513.55,1.00,0.54,69.09,264.77,0.14,4.76,28.07,12.37,0.19,1.00,17036.61,161.87,116.09,2.86,0.03,2.20,0.16,2.25,4.10,5.22,0.60,16.84,0.01,0.06,1.00,5.27,61.90,1.33,91.70,1.00,520.04,3.31,0.00,10.28,0.31,29.79,0.02,68.77,4.02,0.02,23610.60,6.14,1.86,3.92,0.02,103.90,20.08,16867.88,46.52,6.46,8.86,1.00,3.57,1.40,7.48,16989.88,0.54,0.24,3.56,0.18,0.99,0.37,1.09,0.02,0.39,12.23,0.22,0.02,1.00,,0.30,0.98,0.40,0.31,17.90,0.23,2.50,1.00,0.76,0.03,20.99,0.10,11.87,1.22,0.00,411.92,6.33,0.96,0.01,1.00,12.71,0.00,8.73,0.04,1.22,5.78,0.01,13.18
2020-11-28,17141.98,517.37,1.00,0.56,70.29,268.27,0.15,4.81,28.51,12.63,0.21,1.00,17132.74,162.95,117.46,2.90,0.03,2.25,0.18,2.28,4.15,5.27,0.61,17.13,0.01,0.06,1.00,5.36,61.26,1.34,96.62,1.00,518.45,3.35,0.00,10.38,0.32,29.89,0.02,71.06,4.07,0.02,23502.64,6.23,1.86,4.00,0.03,105.60,21.92,16972.65,45.56,6.51,8.77,1.00,3.59,1.42,7.60,17127.24,0.54,0.24,3.60,0.19,1.01,0.38,1.20,0.02,0.40,12.97,0.22,0.02,1.00,,0.31,0.98,0.40,0.31,17.61,0.25,2.60,1.00,0.77,0.03,20.96,0.10,12.47,1.18,0.00,411.92,6.11,0.97,0.01,1.00,12.89,0.00,8.93,0.04,1.22,5.80,0.01,13.32
2020-11-29,18043.64,550.86,1.00,0.61,75.06,279.70,0.16,4.97,29.60,13.10,0.19,1.00,18036.33,167.00,122.19,2.99,0.03,2.39,0.18,2.35,4.27,5.30,0.61,17.41,0.02,0.07,1.00,5.43,65.33,1.35,107.94,1.00,532.99,3.45,0.00,11.03,0.34,29.99,0.02,74.02,4.06,0.02,23812.76,6.30,1.90,4.20,0.03,108.51,22.29,17885.75,47.93,6.66,8.96,1.01,3.66,1.38,8.03,18013.21,0.56,0.23,3.75,0.19,1.02,0.38,1.17,0.02,0.41,13.17,0.23,0.02,1.00,,0.31,0.99,0.41,0.32,17.36,0.29,2.69,1.00,0.80,0.03,21.99,0.10,14.70,1.28,0.00,411.92,6.05,1.02,0.01,1.00,12.78,0.00,9.08,0.04,1.27,5.98,0.01,13.81
2020-11-30,18551.02,587.33,1.00,0.63,79.63,290.77,0.17,5.26,30.36,14.00,0.20,1.00,18599.13,174.82,124.54,3.08,0.03,2.48,0.18,2.41,4.72,5.41,0.62,17.94,0.02,0.07,1.00,5.52,74.79,1.35,111.49,1.00,553.92,3.65,0.00,11.78,0.35,30.32,0.02,76.69,4.10,0.02,25866.47,6.54,1.96,4.52,0.03,111.60,24.00,18390.50,51.93,7.03,9.05,1.00,3.72,1.51,8.13,18581.86,0.58,0.24,3.86,0.20,1.06,0.40,1.18,0.02,0.42,13.99,0.24,0.02,1.00,,0.32,0.98,0.42,0.33,17.21,0.31,2.84,1.00,0.84,0.03,23.34,0.11,14.33,1.42,0.00,,6.09,1.04,0.01,1.00,12.84,0.00,9.40,0.04,1.30,6.20,0.01,14.51
